post_id,upload_date,content_id,media_id,traffic_id,likes,comments,shares,saves,reach,impressions,followers_gained,engagement_rate,total_engagement,engagement_growth_rate,high_engagement_flag,avg_engagement_by_media,is_outlier,traffic_source
IG0009580,2025-05-26 09:25:22.954916,9564,4,5,46102,7223,1415,1867,756288,802081,380,7.06,56607,0.03191992545539479,0,114984.38732394367,0,Profile
IG0009581,2025-04-05 09:25:22.954916,9565,1,3,91136,7195,4772,693,1673674,1798063,712,5.77,103796,-0.004242380999987194,0,115250.29181636726,0,Reels Feed
IG0009582,2025-10-10 09:25:22.954916,9566,4,1,135958,2536,4520,10686,1554591,1831969,877,8.39,153700,0.09570235902554791,1,114984.38732394367,0,Home Feed
IG0009583,2025-05-08 09:25:22.954916,9567,2,3,119551,7308,3651,6171,1155465,1377438,269,9.92,136681,0.03191992545539479,1,114825.70437121722,0,Reels Feed
IG0009584,2025-01-29 09:25:22.954916,9568,3,2,84677,962,3753,14586,126561,162979,253,63.8,103978,0.040457964285091075,0,114632.7176658248,1,Hashtags
IG0009585,2024-12-01 09:25:22.954916,9569,2,2,42307,4559,733,8164,536799,832429,895,6.7,55763,1.5762157805332802,0,114825.70437121722,0,Hashtags
IG0009586,2025-08-25 09:25:22.954916,9570,4,1,101838,2891,4267,14258,784638,1190798,659,10.35,123254,-0.0070419591586720065,1,114984.38732394367,0,Home Feed
IG0009587,2025-08-08 09:25:22.954916,9571,3,6,196828,858,1263,13053,371438,596017,898,35.57,212002,-0.0070419591586720065,1,114632.7176658248,1,Explore
IG0009588,2025-09-02 09:25:22.954916,9572,1,4,153359,5132,337,6888,1044070,1342899,152,12.34,165716,-0.07589373937921085,1,115250.29181636726,0,External
IG0009589,2025-10-31 09:25:22.954916,9573,4,5,134602,2834,4129,10114,905258,1206887,965,12.57,151679,0.09570235902554791,1,114984.38732394367,0,Profile
IG0009590,2025-04-14 09:25:22.954916,9574,2,3,16304,2663,3820,11021,619883,1118708,672,3.02,33808,-0.004242380999987194,0,114825.70437121722,0,Reels Feed
IG0009591,2025-04-29 09:25:22.954916,9575,2,4,190639,6504,1273,13215,572663,810624,246,26.11,211631,-0.004242380999987194,1,114825.70437121722,0,External
IG0009592,2025-09-21 09:25:22.954916,9576,4,3,60529,6011,1460,1074,1724267,1736914,335,3.98,69074,-0.07589373937921085,0,114984.38732394367,0,Reels Feed
IG0009593,2025-09-19 09:25:22.954916,9577,2,2,190800,1700,4777,2571,1712579,1931455,185,10.35,199848,-0.07589373937921085,1,114825.70437121722,0,Hashtags
IG0009594,2025-06-30 09:25:22.954916,9578,2,4,199904,7487,2345,10718,1767742,1782527,928,12.37,220454,-0.03784233807712889,1,114825.70437121722,0,External
IG0009595,2025-09-09 09:25:22.954916,9579,4,6,48248,9008,3998,6523,1745701,1771278,682,3.83,67777,-0.07589373937921085,0,114984.38732394367,0,Explore
IG0009596,2025-04-30 09:25:22.954916,9580,2,6,36019,7888,990,5795,158431,290948,224,17.42,50692,-0.004242380999987194,0,114825.70437121722,0,Explore
IG0009597,2025-06-02 09:25:22.954916,9581,1,3,33232,7537,2004,8876,143905,536452,68,9.63,51649,-0.03784233807712889,0,115250.29181636726,0,Reels Feed
IG0009598,2025-08-04 09:25:22.954916,9582,3,5,42436,1214,2536,12431,1159449,1220733,996,4.8,58617,-0.0070419591586720065,0,114632.7176658248,0,Profile
IG0009599,2024-11-30 09:25:22.954916,9583,2,5,69516,3231,2916,4817,1984995,2128543,781,3.78,80480,,0,114825.70437121722,0,Profile
IG0009600,2024-11-29 09:25:22.954916,9584,4,5,171078,8447,430,3752,813376,1261152,555,14.57,183707,,1,114984.38732394367,0,Profile
IG0009601,2025-03-20 09:25:22.954916,9585,4,3,48281,9837,3200,3222,633313,1065990,417,6.05,64540,0.08784211024389488,0,114984.38732394367,0,Reels Feed
IG0009602,2025-01-29 09:25:22.954916,9586,1,4,22921,5942,2442,10972,1123608,1201199,500,3.52,42277,0.040457964285091075,0,115250.29181636726,0,External
IG0009603,2025-08-28 09:25:22.954916,9587,1,1,118618,5804,3422,11139,1323276,1776921,844,7.82,138983,-0.0070419591586720065,1,115250.29181636726,0,Home Feed
IG0009604,2025-06-10 09:25:22.954916,9588,1,4,167399,8820,2223,5549,1801902,1899691,960,9.69,183991,-0.03784233807712889,1,115250.29181636726,0,External
IG0009605,2025-06-02 09:25:22.954916,9589,4,2,40017,8305,1393,1286,43454,287626,451,17.73,51001,-0.03784233807712889,0,114984.38732394367,0,Hashtags
IG0009606,2025-03-21 09:25:22.954916,9590,1,5,175530,7346,4693,5335,608366,1074091,316,17.96,192904,0.08784211024389488,1,115250.29181636726,0,Profile
IG0009607,2024-11-19 09:25:22.954916,9591,3,2,18295,7209,3836,12292,1299951,1459991,718,2.85,41632,,0,114632.7176658248,0,Hashtags
IG0009608,2025-03-01 09:25:22.954916,9592,3,1,68158,6554,3754,10198,1007132,1211313,186,7.32,88664,0.08784211024389488,0,114632.7176658248,0,Home Feed
IG0009609,2025-01-27 09:25:22.954916,9593,2,4,63424,1081,488,5103,468116,740288,950,9.47,70096,0.040457964285091075,0,114825.70437121722,0,External
IG0009610,2025-09-18 09:25:22.954916,9594,3,3,29804,4496,4143,7832,1963294,2173356,690,2.13,46275,-0.07589373937921085,0,114632.7176658248,0,Reels Feed
IG0009611,2025-02-24 09:25:22.954916,9595,3,3,141879,2512,1806,6272,800555,927471,317,16.44,152469,-0.11259499490553204,1,114632.7176658248,0,Reels Feed
IG0009612,2025-05-02 09:25:22.954916,9596,3,4,102023,4607,3399,4662,1906215,2370694,962,4.84,114691,0.03191992545539479,0,114632.7176658248,0,External
IG0009613,2025-06-23 09:25:22.954916,9597,4,1,194752,2230,1624,13564,501134,803737,993,26.4,212170,-0.03784233807712889,1,114984.38732394367,0,Home Feed
IG0009614,2025-02-16 09:25:22.954916,9598,3,4,186995,6972,708,2424,1566463,1861964,113,10.59,197099,-0.11259499490553204,1,114632.7176658248,0,External
IG0009615,2025-03-18 09:25:22.954916,9599,1,6,171845,3611,708,9352,1638569,1731051,634,10.72,185516,0.08784211024389488,1,115250.29181636726,0,Explore
IG0009616,2025-07-25 09:25:22.954916,9600,2,3,60043,1416,1932,4151,768975,971544,334,6.95,67542,0.014344171843597486,0,114825.70437121722,0,Reels Feed
IG0009617,2025-08-02 09:25:22.954916,9601,1,4,73165,4904,4590,13557,1906329,2033945,112,4.73,96216,-0.0070419591586720065,0,115250.29181636726,0,External
IG0009618,2025-04-26 09:25:22.954916,9602,4,6,55648,4762,3219,10658,119400,431690,157,17.21,74287,-0.004242380999987194,0,114984.38732394367,0,Explore
IG0009619,2025-11-11 09:25:22.954916,9603,3,5,91883,6731,1301,4611,1767995,2117419,89,4.94,104526,-0.36360818237712866,0,114632.7176658248,0,Profile
IG0009620,2025-02-20 09:25:22.954916,9604,1,5,24044,5678,4128,2262,599896,790725,54,4.57,36112,-0.11259499490553204,0,115250.29181636726,0,Profile
IG0009621,2025-01-21 09:25:22.954916,9605,4,4,19760,2925,1498,11115,404621,746502,456,4.73,35298,0.040457964285091075,0,114984.38732394367,0,External
IG0009622,2024-12-12 09:25:22.954916,9606,4,2,189775,8627,1866,9498,1915158,2327896,864,9.01,209766,1.5762157805332802,1,114984.38732394367,0,Hashtags
IG0009623,2025-07-28 09:25:22.954916,9607,2,4,7556,9040,887,3440,863668,1076722,725,1.94,20923,0.014344171843597486,0,114825.70437121722,0,External
IG0009624,2025-01-27 09:25:22.954916,9608,1,4,95941,5511,3355,2723,656781,1137069,442,9.46,107530,0.040457964285091075,0,115250.29181636726,0,External
IG0009625,2025-07-19 09:25:22.954916,9609,1,3,50808,618,327,1096,1877857,2356825,831,2.24,52849,0.014344171843597486,0,115250.29181636726,0,Reels Feed
IG0009626,2025-07-03 09:25:22.954916,9610,4,6,38627,3001,2941,1868,117861,444945,805,10.44,46437,0.014344171843597486,0,114984.38732394367,0,Explore
IG0009627,2025-04-27 09:25:22.954916,9611,2,5,131329,3654,3881,2622,552808,1022953,781,13.83,141486,-0.004242380999987194,1,114825.70437121722,0,Profile
IG0009628,2025-03-26 09:25:22.954916,9612,2,1,333,9075,2574,1374,897155,1237153,185,1.08,13356,0.08784211024389488,0,114825.70437121722,0,Home Feed
IG0009629,2025-11-01 09:25:22.954916,9613,2,6,48585,7814,2009,5379,224975,262143,739,24.33,63787,-0.36360818237712866,0,114825.70437121722,0,Explore
IG0009630,2025-11-09 09:25:22.954916,9614,4,2,95514,752,4199,5894,1523479,1776538,985,5.99,106359,-0.36360818237712866,0,114984.38732394367,0,Hashtags
IG0009631,2025-06-07 09:25:22.954916,9615,4,4,55682,762,2027,13529,1538037,2016344,174,3.57,72000,-0.03784233807712889,0,114984.38732394367,0,External
IG0009632,2025-01-04 09:25:22.954916,9616,1,4,141249,1961,3898,10776,729180,1193948,115,13.22,157884,0.040457964285091075,1,115250.29181636726,0,External
IG0009633,2024-12-29 09:25:22.954916,9617,2,6,169642,6410,4184,7824,1515293,1918849,662,9.8,188060,1.5762157805332802,1,114825.70437121722,0,Explore
IG0009634,2024-11-21 09:25:22.954916,9618,1,3,4752,5393,3911,1980,620546,1005487,459,1.59,16036,,0,115250.29181636726,0,Reels Feed
IG0009635,2025-09-14 09:25:22.954916,9619,3,4,41823,9748,1238,12403,1035962,1428620,641,4.56,65212,-0.07589373937921085,0,114632.7176658248,0,External
IG0009636,2025-08-20 09:25:22.954916,9620,4,2,52665,7720,4211,6846,364171,676500,689,10.56,71442,-0.0070419591586720065,0,114984.38732394367,0,Hashtags
IG0009637,2025-06-11 09:25:22.954916,9621,1,3,15901,5755,2977,4007,1168211,1455171,231,1.97,28640,-0.03784233807712889,0,115250.29181636726,0,Reels Feed
IG0009638,2024-11-21 09:25:22.954916,9622,3,6,56096,3185,280,5080,589385,1046076,739,6.18,64641,,0,114632.7176658248,0,Explore
IG0009639,2025-11-05 09:25:22.954916,9623,1,5,130335,1376,4822,1797,433195,454483,880,30.44,138330,-0.36360818237712866,1,115250.29181636726,0,Profile
IG0009640,2025-06-11 09:25:22.954916,9624,4,2,136064,6621,2452,558,195045,340165,684,42.83,145695,-0.03784233807712889,1,114984.38732394367,1,Hashtags
IG0009641,2025-03-11 09:25:22.954916,9625,3,6,185662,868,110,4840,1633699,2124197,524,9.01,191480,0.08784211024389488,1,114632.7176658248,0,Explore
IG0009642,2025-02-21 09:25:22.954916,9626,2,6,5117,7204,1922,13474,332994,511143,821,5.42,27717,-0.11259499490553204,0,114825.70437121722,0,Explore
IG0009643,2025-08-19 09:25:22.954916,9627,3,1,16870,3527,4409,8722,1548145,1702570,818,1.97,33528,-0.0070419591586720065,0,114632.7176658248,0,Home Feed
IG0009644,2025-04-22 09:25:22.954916,9628,3,3,14367,479,91,7119,1297032,1371564,860,1.61,22056,-0.004242380999987194,0,114632.7176658248,0,Reels Feed
IG0009645,2025-02-15 09:25:22.954916,9629,1,4,60896,6198,514,11117,1437467,1543948,483,5.1,78725,-0.11259499490553204,0,115250.29181636726,0,External
IG0009646,2025-06-14 09:25:22.954916,9630,1,3,51889,1305,2825,12418,710050,747141,211,9.16,68437,-0.03784233807712889,0,115250.29181636726,0,Reels Feed
IG0009647,2025-09-14 09:25:22.954916,9631,1,4,107856,162,2918,3151,1696252,2076779,145,5.49,114087,-0.07589373937921085,0,115250.29181636726,0,External
IG0009648,2024-11-22 09:25:22.954916,9632,1,5,178550,8847,1206,13036,392155,648325,855,31.1,201639,,1,115250.29181636726,0,Profile
IG0009649,2025-04-18 09:25:22.954916,9633,3,6,97005,4498,218,1532,996873,1452451,997,7.11,103253,-0.004242380999987194,0,114632.7176658248,0,Explore
IG0009650,2025-04-27 09:25:22.954916,9634,4,5,20838,7167,1436,10400,181340,349357,393,11.4,39841,-0.004242380999987194,0,114984.38732394367,0,Profile
IG0009651,2025-02-28 09:25:22.954916,9635,1,2,72175,7871,160,2598,1887877,2031585,865,4.08,82804,-0.11259499490553204,0,115250.29181636726,0,Hashtags
IG0009652,2025-11-03 09:25:22.954916,9636,2,2,155071,1157,2129,2801,1369053,1571753,331,10.25,161158,-0.36360818237712866,1,114825.70437121722,0,Hashtags
IG0009653,2025-03-13 09:25:22.954916,9637,2,3,146347,9452,3691,3233,802568,1053464,835,15.45,162723,0.08784211024389488,1,114825.70437121722,0,Reels Feed
IG0009654,2025-04-11 09:25:22.954916,9638,2,5,96297,552,1642,593,1763624,2016956,666,4.91,99084,-0.004242380999987194,0,114825.70437121722,0,Profile
IG0009655,2025-10-20 09:25:22.954916,9639,1,1,195251,8118,3429,1827,1652994,1968924,330,10.6,208625,0.09570235902554791,1,115250.29181636726,0,Home Feed
IG0009656,2025-05-21 09:25:22.954916,9640,2,5,13325,1388,2173,1599,112861,448121,647,4.13,18485,0.03191992545539479,0,114825.70437121722,0,Profile
IG0009657,2025-02-16 09:25:22.954916,9641,2,6,167895,938,1860,435,253122,286667,242,59.7,171128,-0.11259499490553204,1,114825.70437121722,1,Explore
IG0009658,2025-05-17 09:25:22.954916,9642,1,1,30203,2375,594,14987,1029388,1052910,412,4.57,48159,0.03191992545539479,0,115250.29181636726,0,Home Feed
IG0009659,2025-06-29 09:25:22.954916,9643,2,6,90399,718,390,2686,1978396,2430518,671,3.88,94193,-0.03784233807712889,0,114825.70437121722,0,Explore
IG0009660,2025-03-19 09:25:22.954916,9644,2,6,191418,7074,3179,11655,919661,1209663,376,17.64,213326,0.08784211024389488,1,114825.70437121722,0,Explore
IG0009661,2025-03-01 09:25:22.954916,9645,1,5,140700,3529,2150,11128,444198,743876,764,21.17,157507,0.08784211024389488,1,115250.29181636726,0,Profile
IG0009662,2025-10-17 09:25:22.954916,9646,3,1,109757,5519,4349,4846,739667,1198417,60,10.39,124471,0.09570235902554791,1,114632.7176658248,0,Home Feed
IG0009663,2025-02-09 09:25:22.954916,9647,3,5,139065,2108,4334,8654,156096,526694,542,29.27,154161,-0.11259499490553204,1,114632.7176658248,0,Profile
IG0009664,2025-07-24 09:25:22.954916,9648,2,3,128658,3125,2776,581,1726893,1915280,454,7.06,135140,0.014344171843597486,1,114825.70437121722,0,Reels Feed
IG0009665,2025-03-30 09:25:22.954916,9649,1,3,142429,9297,4465,14486,988756,1017663,488,16.77,170677,0.08784211024389488,1,115250.29181636726,0,Reels Feed
IG0009666,2025-07-16 09:25:22.954916,9650,2,5,12851,6329,3949,2752,1033407,1478106,803,1.75,25881,0.014344171843597486,0,114825.70437121722,0,Profile
IG0009667,2025-02-18 09:25:22.954916,9651,1,6,127815,610,4111,11828,638783,935371,909,15.43,144364,-0.11259499490553204,1,115250.29181636726,0,Explore
IG0009668,2025-07-28 09:25:22.954916,9652,3,1,199782,2004,4716,7057,1230684,1527929,611,13.98,213559,0.014344171843597486,1,114632.7176658248,0,Home Feed
IG0009669,2025-05-08 09:25:22.954916,9653,3,1,10264,4562,471,2213,1128908,1293025,627,1.35,17510,0.03191992545539479,0,114632.7176658248,0,Home Feed
IG0009670,2025-04-10 09:25:22.954916,9654,4,2,138257,1193,4506,9388,1488303,1969262,584,7.79,153344,-0.004242380999987194,1,114984.38732394367,0,Hashtags
IG0009671,2025-03-04 09:25:22.954916,9655,1,3,147144,576,1349,8057,981544,1433940,873,10.96,157126,0.08784211024389488,1,115250.29181636726,0,Reels Feed
IG0009672,2025-03-11 09:25:22.954916,9656,2,6,80566,3338,2292,3969,971140,1034224,643,8.72,90165,0.08784211024389488,0,114825.70437121722,0,Explore
IG0009673,2024-12-10 09:25:22.954916,9657,3,4,72825,5496,4909,12585,798291,846140,986,11.32,95815,1.5762157805332802,0,114632.7176658248,0,External
IG0009674,2025-06-08 09:25:22.954916,9658,4,6,101255,4468,1787,10360,754656,1217333,645,9.68,117870,-0.03784233807712889,1,114984.38732394367,0,Explore
IG0009675,2025-04-14 09:25:22.954916,9659,1,2,114204,5637,2177,4871,339013,379921,6,33.4,126889,-0.004242380999987194,1,115250.29181636726,1,Hashtags
IG0009676,2025-10-10 09:25:22.954916,9660,3,5,137506,448,2847,6712,803296,1188116,531,12.42,147513,0.09570235902554791,1,114632.7176658248,0,Profile
IG0009677,2025-01-24 09:25:22.954916,9661,2,1,122301,3155,4684,12466,1560726,1753203,514,8.13,142606,0.040457964285091075,1,114825.70437121722,0,Home Feed
IG0009678,2025-06-13 09:25:22.954916,9662,4,4,116281,9077,1826,2033,1438794,1916481,346,6.74,129217,-0.03784233807712889,1,114984.38732394367,0,External
IG0009679,2025-06-03 09:25:22.954916,9663,3,1,19298,7233,3478,12388,1698126,1978647,448,2.14,42397,-0.03784233807712889,0,114632.7176658248,0,Home Feed
IG0009680,2025-07-28 09:25:22.954916,9664,1,6,117450,2884,795,5004,8073,103537,782,121.82,126133,0.014344171843597486,1,115250.29181636726,1,Explore
IG0009681,2025-10-30 09:25:22.954916,9665,2,1,12136,6683,2710,49,1334322,1585393,270,1.36,21578,0.09570235902554791,0,114825.70437121722,0,Home Feed
IG0009682,2025-05-19 09:25:22.954916,9666,4,4,16961,6618,3519,1061,1008969,1079078,884,2.61,28159,0.03191992545539479,0,114984.38732394367,0,External
IG0009683,2025-09-12 09:25:22.954916,9667,3,2,145024,8807,4410,0,1549029,1806628,287,8.76,158241,-0.07589373937921085,1,114632.7176658248,0,Hashtags
IG0009684,2025-02-06 09:25:22.954916,9668,4,1,167243,8962,699,1345,811431,1297283,12,13.74,178249,-0.11259499490553204,1,114984.38732394367,0,Home Feed
IG0009685,2025-07-07 09:25:22.954916,9669,1,4,10961,1610,2197,8644,1005180,1472875,399,1.59,23412,0.014344171843597486,0,115250.29181636726,0,External
IG0009686,2025-11-08 09:25:22.954916,9670,1,4,125369,7415,1239,217,1652281,1943654,753,6.91,134240,-0.36360818237712866,1,115250.29181636726,0,External
IG0009687,2025-07-23 09:25:22.954916,9671,2,4,97159,1398,3829,14475,711585,1170320,506,9.99,116861,0.014344171843597486,1,114825.70437121722,0,External
IG0009688,2025-10-22 09:25:22.954916,9672,2,3,3302,2153,367,14646,873746,1301046,871,1.57,20468,0.09570235902554791,0,114825.70437121722,0,Reels Feed
IG0009689,2025-07-06 09:25:22.954916,9673,2,2,91272,3421,324,13818,1172483,1185488,510,9.18,108835,0.014344171843597486,0,114825.70437121722,0,Hashtags
IG0009690,2024-12-28 09:25:22.954916,9674,2,3,14106,9227,1730,26,1121785,1252487,486,2.0,25089,1.5762157805332802,0,114825.70437121722,0,Reels Feed
IG0009691,2025-06-30 09:25:22.954916,9675,3,1,182343,8710,1274,13020,938725,1006396,633,20.4,205347,-0.03784233807712889,1,114632.7176658248,0,Home Feed
IG0009692,2024-12-15 09:25:22.954916,9676,2,6,9336,7134,3261,2531,851213,1295232,315,1.72,22262,1.5762157805332802,0,114825.70437121722,0,Explore
IG0009693,2025-04-16 09:25:22.954916,9677,4,3,157883,9680,3448,9923,1315292,1511245,233,11.97,180934,-0.004242380999987194,1,114984.38732394367,0,Reels Feed
IG0009694,2025-08-07 09:25:22.954916,9678,4,1,198489,6439,477,13178,138490,585609,14,37.33,218583,-0.0070419591586720065,1,114984.38732394367,1,Home Feed
IG0009695,2025-04-14 09:25:22.954916,9679,3,3,80783,3148,1009,9110,786802,1129909,480,8.32,94050,-0.004242380999987194,0,114632.7176658248,0,Reels Feed
IG0009696,2025-01-03 09:25:22.954916,9680,1,2,173562,7623,4489,1641,1240675,1313594,278,14.26,187315,0.040457964285091075,1,115250.29181636726,0,Hashtags
IG0009697,2025-01-15 09:25:22.954916,9681,1,6,109239,2403,2035,3758,1746643,2171617,976,5.41,117435,0.040457964285091075,1,115250.29181636726,0,Explore
IG0009698,2025-04-15 09:25:22.954916,9682,3,4,140065,2771,4024,2210,339569,499476,943,29.85,149070,-0.004242380999987194,1,114632.7176658248,0,External
IG0009699,2025-10-05 09:25:22.954916,9683,3,4,45411,4517,1951,7400,1113300,1208266,25,4.91,59279,0.09570235902554791,0,114632.7176658248,0,External
IG0009700,2025-05-29 09:25:22.954916,9684,3,6,72210,7165,1183,5445,191566,277111,573,31.04,86003,0.03191992545539479,0,114632.7176658248,0,Explore
IG0009701,2025-09-02 09:25:22.954916,9685,1,2,39523,7466,3227,6093,1854287,2205832,398,2.55,56309,-0.07589373937921085,0,115250.29181636726,0,Hashtags
IG0009702,2025-02-03 09:25:22.954916,9686,4,6,100185,5558,1477,7277,340563,569472,26,20.11,114497,-0.11259499490553204,0,114984.38732394367,0,Explore
IG0009703,2025-10-08 09:25:22.954916,9687,3,3,24255,770,1193,1789,764116,783859,169,3.57,28007,0.09570235902554791,0,114632.7176658248,0,Reels Feed
IG0009704,2025-06-02 09:25:22.954916,9688,1,4,65352,4508,367,9906,1904142,2074682,151,3.86,80133,-0.03784233807712889,0,115250.29181636726,0,External
IG0009705,2025-11-10 09:25:22.954916,9689,2,6,133157,5581,2789,8329,1314462,1350114,682,11.1,149856,-0.36360818237712866,1,114825.70437121722,0,Explore
IG0009706,2025-08-26 09:25:22.954916,9690,1,3,68243,3466,1412,3390,1653569,2117136,906,3.61,76511,-0.0070419591586720065,0,115250.29181636726,0,Reels Feed
IG0009707,2025-05-04 09:25:22.954916,9691,1,6,198276,9276,724,7821,738486,1177866,224,18.35,216097,0.03191992545539479,1,115250.29181636726,0,Explore
IG0009708,2025-03-29 09:25:22.954916,9692,1,2,161191,3565,2104,12337,1331671,1662185,871,10.78,179197,0.08784211024389488,1,115250.29181636726,0,Hashtags
IG0009709,2025-01-02 09:25:22.954916,9693,1,1,102203,2222,3137,13068,1119417,1454325,920,8.29,120630,0.040457964285091075,1,115250.29181636726,0,Home Feed
IG0009710,2025-04-04 09:25:22.954916,9694,2,5,147424,2324,1470,4656,445082,752197,758,20.72,155874,-0.004242380999987194,1,114825.70437121722,0,Profile
IG0009711,2025-01-11 09:25:22.954916,9695,3,2,70900,1514,2866,3738,797153,1268402,874,6.23,79018,0.040457964285091075,0,114632.7176658248,0,Hashtags
IG0009712,2024-12-03 09:25:22.954916,9696,4,6,145259,3411,1172,3202,356527,821038,533,18.64,153044,1.5762157805332802,1,114984.38732394367,0,Explore
